# Licensed to the Apache Software Foundation (ASF) under one
# or more contributor license agreements.  See the NOTICE file
# distributed with this work for additional information
# regarding copyright ownership.  The ASF licenses this file
# to you under the Apache License, Version 2.0 (the
# "License"); you may not use this file except in compliance
# with the License.  You may obtain a copy of the License at
#
#   http://www.apache.org/licenses/LICENSE-2.0
#
# Unless required by applicable law or agreed to in writing,
# software distributed under the License is distributed on an
# "AS IS" BASIS, WITHOUT WARRANTIES OR CONDITIONS OF ANY
# KIND, either express or implied.  See the License for the
# specific language governing permissions and limitations
# under the License.
sequence	sha	parents	author_date	commit_date	kind	subject	workstream	issue	related_workstreams	files	db_files	api_files	ui_files	patch_id	reverse_check	same_subject_europa	same_subject_upstream	equivalent_upstream	dependencies	pretriage	decision	europa_sha	pr	validation	reviewed_europa_sha	source_url	notes
153	9f281c48517d89495109f36c29635e039e20bd07	4d006b5f85ff3bd678b01134e67f326adf8905b8	2026-07-07T14:04:50+03:00	2026-07-07T13:04:50+02:00	commit	NAS backup: resume paused VM on backup failure and fix missing exit (#12822)	S5B	#994		scripts/vm/hypervisor/kvm/nasbackup.sh				2a2d1e4fa963b1d5b741f579d26e1f6f18585acb	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/9f281c48517d89495109f36c29635e039e20bd07	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
154	89b2b030e024fb9ebcfe49b6bea900be29fa6fcb	9f281c48517d89495109f36c29635e039e20bd07	2026-07-07T16:38:58+05:30	2026-07-07T13:08:58+02:00	commit	veeam-control-service: fix vm pagination (#13383)	S5B	#994		plugins/integrations/veeam-control-service/src/main/java/org/apache/cloudstack/veeam/api/request/ListQuery.java;plugins/integrations/veeam-control-service/src/test/java/org/apache/cloudstack/veeam/api/request/ListQueryTest.java				eac1bc910e91af4f974d3becd52c64a39d6a9752	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/89b2b030e024fb9ebcfe49b6bea900be29fa6fcb	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
155	f9a94518606910aa080201390ea0b3d6c22db080	89b2b030e024fb9ebcfe49b6bea900be29fa6fcb	2026-07-07T09:02:11-04:00	2026-07-07T15:02:11+02:00	commit	[NAS Backup] Suppress Errors in Disk Usage Calculation that Caused Backup to Fail (#13424)	S5B	#994		scripts/vm/hypervisor/kvm/nasbackup.sh				620f46cb01a593eb27db23f1f58c86d181275ba1	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/f9a94518606910aa080201390ea0b3d6c22db080	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
156	40b3ef36aa9e96e88434bb2aaee87c168796835b	f9a94518606910aa080201390ea0b3d6c22db080	2026-07-07T18:13:54+03:00	2026-07-07T17:13:54+02:00	commit	kvm: Disabled the setting reboot.host.and.alert.management.on.heartbeat.timeout by default (#10111)	S5A	#993		agent/conf/agent.properties;agent/src/main/java/com/cloud/agent/properties/AgentProperties.java				1779632273859c977138ea5b580d9ff377372c92	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/40b3ef36aa9e96e88434bb2aaee87c168796835b	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
157	f07b7d8c078a7cbca5eb25b08cc4936b688fdfb2	40b3ef36aa9e96e88434bb2aaee87c168796835b	2026-07-07T11:21:41-04:00	2026-07-07T17:21:41+02:00	commit	Add Guest OS mapping for windows server 2025 on VMware (#12358)	S5A	#993	S4	engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql	engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql			008ce2eb58adbca7dbcf6bb8b6e037e151a374d3	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/f07b7d8c078a7cbca5eb25b08cc4936b688fdfb2	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
158	600201a46bf9001d4eb8ec46bf168d9f6064bac2	f07b7d8c078a7cbca5eb25b08cc4936b688fdfb2	2026-07-08T06:03:19-03:00	2026-07-08T11:03:19+02:00	commit	Add KMSWrappedKeyDao as a dependency for the Usage server (#13535)	S5C	#996		engine/schema/src/main/resources/META-INF/cloudstack/core/spring-engine-schema-core-common-daos-between-management-and-usage-context.xml;engine/schema/src/main/resources/META-INF/cloudstack/core/spring-engine-schema-core-daos-context.xml				dbd49c5a3693ee4f597ee545399ffde3b017761f	FAIL				d2c8aa7dff735a8ed91cb858c91293dd7c4037b2	Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/600201a46bf9001d4eb8ec46bf168d9f6064bac2	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
159	72197fea6c67aecc70de4124d6e308fd2b899869	600201a46bf9001d4eb8ec46bf168d9f6064bac2	2026-07-08T08:07:36-03:00	2026-07-08T13:07:36+02:00	commit	[VMware to KVM] Cleanup leftover migrated volumes in case of migration failures (#13151)	S5A	#993		core/src/main/java/com/cloud/agent/api/CleanupConvertedInstanceDisksCommand.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtBaseConvertCommandWrapper.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtCleanupConvertedInstanceDisksCommandWrapper.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtImportConvertedInstanceCommandWrapper.java;plugins/hypervisors/kvm/src/test/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtImportConvertedInstanceCommandWrapperTest.java;server/src/main/java/org/apache/cloudstack/vm/UnmanagedVMsManagerImpl.java				e26a6dd9bee603fd1a0a1e76f46cc123487ef95f	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/72197fea6c67aecc70de4124d6e308fd2b899869	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
160	42322a59c7d68247db03a538582e4c9ea1b259d5	72197fea6c67aecc70de4124d6e308fd2b899869	2026-07-08T15:06:41+03:00	2026-07-08T14:06:41+02:00	commit	feat(backup): incremental NAS backup support for KVM (#13074)	S5B	#994		api/src/main/java/org/apache/cloudstack/backup/Backup.java;api/src/main/java/org/apache/cloudstack/backup/BackupProvider.java;core/src/main/java/org/apache/cloudstack/backup/BackupAnswer.java;core/src/main/java/org/apache/cloudstack/backup/TakeBackupCommand.java;engine/schema/src/main/java/org/apache/cloudstack/backup/BackupVO.java;plugins/backup/nas/src/main/java/org/apache/cloudstack/backup/NASBackupChainKeys.java;plugins/backup/nas/src/main/java/org/apache/cloudstack/backup/NASBackupProvider.java;plugins/backup/nas/src/test/java/org/apache/cloudstack/backup/NASBackupProviderTest.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtRestoreBackupCommandWrapper.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtTakeBackupCommandWrapper.java;plugins/hypervisors/kvm/src/test/java/com/cloud/hypervisor/kvm/resource/wrapper/LibvirtRestoreBackupCommandWrapperTest.java;plugins/hypervisors/vmware/src/main/java/com/cloud/hypervisor/guru/VMwareGuru.java;scripts/vm/hypervisor/kvm/nasbackup.sh;server/src/main/java/com/cloud/hypervisor/KVMGuru.java;server/src/main/java/org/apache/cloudstack/backup/BackupManagerImpl.java;test/integration/smoke/test_backup_recovery_nas.py		api/src/main/java/org/apache/cloudstack/backup/Backup.java;api/src/main/java/org/apache/cloudstack/backup/BackupProvider.java		fbf560c6465910b93dd298c92554f4d39f6a3665	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/42322a59c7d68247db03a538582e4c9ea1b259d5	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
161	333973ab3cd1a692dc34d536776c8cc21ebc75e1	42322a59c7d68247db03a538582e4c9ea1b259d5	2026-07-08T17:17:34+03:00	2026-07-08T16:17:34+02:00	commit	Add xenserver.create.full.clone global setting (#13114)	S5A	#993		engine/components-api/src/main/java/com/cloud/storage/StorageManager.java;engine/storage/datamotion/src/main/java/org/apache/cloudstack/storage/motion/AncientDataMotionStrategy.java;engine/storage/datamotion/src/test/java/org/apache/cloudstack/storage/motion/AncientDataMotionStrategyTest.java;plugins/hypervisors/xenserver/src/main/java/com/cloud/hypervisor/xenserver/resource/XenServerStorageProcessor.java;server/src/main/java/com/cloud/storage/StorageManagerImpl.java				a5bea759ffc755c8453e5bbd2b72244d4c36648c	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/333973ab3cd1a692dc34d536776c8cc21ebc75e1	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
162	1400616e7129e854173a1e1481e2f1525e8599f3	333973ab3cd1a692dc34d536776c8cc21ebc75e1	2026-07-09T16:02:08+05:30	2026-07-09T12:32:08+02:00	commit	UI: Fix icon for KMS & ordering in the left side menu (#13568)	S5C	#996	S7	ui/src/config/router.js;ui/src/config/section/kms.js			ui/src/config/router.js;ui/src/config/section/kms.js	243247945adca072e5693c4ee2890e9cfb4424a9	FAIL				d2c8aa7dff735a8ed91cb858c91293dd7c4037b2	Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/1400616e7129e854173a1e1481e2f1525e8599f3	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
163	33c3967b6b636ff50a644be8f445c558b5076051	1400616e7129e854173a1e1481e2f1525e8599f3	2026-07-09T07:00:31-04:00	2026-07-09T16:30:31+05:30	commit	Add per-domain OAuth (Google, GitHub) provider support (#12702)	S3	#991	S4,S7	api/src/main/java/org/apache/cloudstack/auth/UserOAuth2Authenticator.java;engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql;framework/config/src/main/java/org/apache/cloudstack/framework/config/ConfigKey.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/OAuth2AuthManager.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/OAuth2AuthManagerImpl.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/OAuth2UserAuthenticator.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/ListOAuthProvidersCmd.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/OauthLoginAPIAuthenticatorCmd.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/RegisterOAuthProviderCmd.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/UpdateOAuthProviderCmd.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/command/VerifyOAuthCodeAndGetUserCmd.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/api/response/OauthProviderResponse.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/dao/OauthProviderDao.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/dao/OauthProviderDaoImpl.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/github/GithubOAuth2Provider.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/google/GoogleOAuth2Provider.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/keycloak/KeycloakOAuth2Provider.java;plugins/user-authenticators/oauth2/src/main/java/org/apache/cloudstack/oauth2/vo/OauthProviderVO.java;plugins/user-authenticators/oauth2/src/test/java/org/apache/cloudstack/oauth2/OAuth2AuthManagerImplTest.java;plugins/user-authenticators/oauth2/src/test/java/org/apache/cloudstack/oauth2/OAuth2UserAuthenticatorTest.java;plugins/user-authenticators/oauth2/src/test/java/org/apache/cloudstack/oauth2/api/command/OauthLoginAPIAuthenticatorCmdTest.java;plugins/user-authenticators/oauth2/src/test/java/org/apache/cloudstack/oauth2/api/command/RegisterOAuthProviderCmdTest.java;plugins/user-authenticators/oauth2/src/test/java/org/apache/cloudstack/oauth2/api/command/VerifyOAuthCodeAndGetUserCmdTest.java;plugins/user-authenticators/oauth2/src/test/java/org/apache/cloudstack/oauth2/google/GoogleOAuth2ProviderTest.java;plugins/user-authenticators/oauth2/src/test/java/org/apache/cloudstack/oauth2/keycloak/KeycloakOAuth2ProviderTest.java;server/src/main/java/com/cloud/server/ManagementServerImpl.java;ui/public/locales/en.json;ui/src/components/view/DetailsTab.vue;ui/src/config/section/config.js;ui/src/locales/index.js;ui/src/permission.js;ui/src/views/AutogenView.vue;ui/src/views/auth/Login.vue;ui/src/views/dashboard/VerifyOauth.vue;ui/src/views/setting/ConfigurationValue.vue	engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql	api/src/main/java/org/apache/cloudstack/auth/UserOAuth2Authenticator.java	ui/public/locales/en.json;ui/src/components/view/DetailsTab.vue;ui/src/config/section/config.js;ui/src/locales/index.js;ui/src/permission.js;ui/src/views/AutogenView.vue;ui/src/views/auth/Login.vue;ui/src/views/dashboard/VerifyOauth.vue;ui/src/views/setting/ConfigurationValue.vue	c71942c046d3c679ce77a0126cb0d4c9bd3d4c67	FAIL				c2c855b9b18cf238e8fa22a9c010691f6a867f3b	Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/33c3967b6b636ff50a644be8f445c558b5076051	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
164	de3656c8193c5cf96f4bf39a22b0f285a8e88265	33c3967b6b636ff50a644be8f445c558b5076051	2026-07-09T14:57:14-05:00	2026-07-09T21:57:14+02:00	commit	Enhance DHCP functionality by adding lease timeout support (#12410)	S6	#997		core/src/main/java/com/cloud/agent/api/routing/DhcpEntryCommand.java;core/src/main/java/com/cloud/agent/resource/virtualnetwork/facade/DhcpEntryConfigItem.java;core/src/main/java/com/cloud/agent/resource/virtualnetwork/model/VmDhcpConfig.java;engine/api/src/main/java/org/apache/cloudstack/engine/orchestration/service/NetworkOrchestrationService.java;engine/orchestration/src/main/java/org/apache/cloudstack/engine/orchestration/NetworkOrchestrator.java;scripts/network/exdhcp/dhcpd_edithosts.py;scripts/network/exdhcp/dnsmasq_edithosts.sh;server/src/main/java/com/cloud/network/router/CommandSetupHelper.java;server/src/test/java/com/cloud/network/router/CommandSetupHelperTest.java;server/src/test/java/com/cloud/network/router/DhcpLeaseTimeoutIntegrationTest.java;systemvm/debian/opt/cloud/bin/cs/CsDhcp.py;systemvm/debian/opt/cloud/bin/edithosts.sh				f1c1f2ff18d72d4f7fe380ea0c84462bb2b0524a	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/de3656c8193c5cf96f4bf39a22b0f285a8e88265	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
165	ba837fb8a801a4175b49533318a6e7533f59edb4	de3656c8193c5cf96f4bf39a22b0f285a8e88265	2026-07-10T11:50:19+05:30	2026-07-10T08:20:19+02:00	commit	Incremental nas backup fixes (#13571)	S5B	#994		plugins/backup/nas/src/main/java/org/apache/cloudstack/backup/NASBackupProvider.java;plugins/backup/nas/src/test/java/org/apache/cloudstack/backup/NASBackupProviderTest.java;test/integration/smoke/test_backup_recovery_nas.py				5ac5a7cf38c36aab3f9d9dc7c9ec9dd03b615f8e	FAIL				42322a59c7d68247db03a538582e4c9ea1b259d5	Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/ba837fb8a801a4175b49533318a6e7533f59edb4	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
166	20e9980b60a5b646a6f73f85d72dd42efe2d82ec	ba837fb8a801a4175b49533318a6e7533f59edb4	2026-07-10T09:22:35+03:00	2026-07-10T08:22:35+02:00	commit	backup: allow third-party backup provider plugins in configuration (#13332)	S5B	#994		api/src/main/java/org/apache/cloudstack/backup/BackupManager.java;server/src/main/java/org/apache/cloudstack/backup/BackupManagerImpl.java		api/src/main/java/org/apache/cloudstack/backup/BackupManager.java		f82188a64fce9ae890eabe330ff9e1bd1af4e61b	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/20e9980b60a5b646a6f73f85d72dd42efe2d82ec	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
167	8996286a95ce9dc8c9648f8f07909b9d289d0e50	20e9980b60a5b646a6f73f85d72dd42efe2d82ec	2026-07-10T08:44:28+02:00	2026-07-10T08:44:28+02:00	commit	Network Extension: Orchestrate external Network devices (#13032)	S6	#997	S4,S7	api/src/main/java/com/cloud/event/EventTypes.java;api/src/main/java/com/cloud/network/Network.java;api/src/main/java/com/cloud/network/NetworkModel.java;api/src/main/java/com/cloud/network/Networks.java;api/src/main/java/com/cloud/network/element/DnsServiceProvider.java;api/src/main/java/com/cloud/network/element/NetworkElement.java;api/src/main/java/com/cloud/vm/NicProfile.java;api/src/main/java/org/apache/cloudstack/extension/CustomActionResultResponse.java;api/src/main/java/org/apache/cloudstack/extension/Extension.java;api/src/main/java/org/apache/cloudstack/extension/ExtensionCustomAction.java;api/src/main/java/org/apache/cloudstack/extension/ExtensionHelper.java;api/src/main/java/org/apache/cloudstack/extension/ExtensionResourceMap.java;api/src/main/java/org/apache/cloudstack/extension/NetworkCustomActionProvider.java;api/src/test/java/com/cloud/network/NetworkTest.java;api/src/test/java/org/apache/cloudstack/extension/CustomActionResultResponseTest.java;api/src/test/java/org/apache/cloudstack/extension/ExtensionCustomActionTest.java;engine/api/src/main/java/org/apache/cloudstack/engine/orchestration/service/NetworkOrchestrationService.java;engine/orchestration/src/main/java/org/apache/cloudstack/engine/orchestration/NetworkOrchestrator.java;engine/orchestration/src/test/java/org/apache/cloudstack/engine/orchestration/NetworkOrchestratorTest.java;engine/schema/src/main/java/com/cloud/network/dao/NetworkDaoImpl.java;engine/schema/src/main/java/com/cloud/network/dao/NetworkServiceMapVO.java;engine/schema/src/main/java/com/cloud/network/dao/PhysicalNetworkServiceProviderVO.java;engine/schema/src/main/java/com/cloud/network/vpc/VpcServiceMapVO.java;engine/schema/src/main/java/com/cloud/network/vpc/dao/VpcDaoImpl.java;engine/schema/src/main/java/com/cloud/network/vpc/dao/VpcOfferingServiceMapDao.java;engine/schema/src/main/java/com/cloud/network/vpc/dao/VpcOfferingServiceMapDaoImpl.java;engine/schema/src/main/java/com/cloud/offerings/dao/NetworkOfferingServiceMapDao.java;engine/schema/src/main/java/com/cloud/offerings/dao/NetworkOfferingServiceMapDaoImpl.java;engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/api/ListExtensionsCmd.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/api/UpdateRegisteredExtensionCmd.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/dao/ExtensionDao.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/dao/ExtensionDaoImpl.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/dao/ExtensionResourceMapDao.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/dao/ExtensionResourceMapDaoImpl.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/manager/ExtensionsManager.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/manager/ExtensionsManagerImpl.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/network/NetworkExtensionElement.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/network/README.md;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/vo/ExtensionDetailsVO.java;framework/extensions/src/main/java/org/apache/cloudstack/framework/extensions/vo/ExtensionResourceMapDetailsVO.java;framework/extensions/src/main/resources/META-INF/cloudstack/core/spring-framework-extensions-core-context.xml;framework/extensions/src/test/java/org/apache/cloudstack/framework/extensions/api/ListExtensionsCmdTest.java;framework/extensions/src/test/java/org/apache/cloudstack/framework/extensions/api/UpdateRegisteredExtensionCmdTest.java;framework/extensions/src/test/java/org/apache/cloudstack/framework/extensions/dao/ExtensionResourceMapDaoImplTest.java;framework/extensions/src/test/java/org/apache/cloudstack/framework/extensions/manager/ExtensionsManagerImplTest.java;server/src/main/java/com/cloud/api/ApiDBUtils.java;server/src/main/java/com/cloud/api/ApiResponseHelper.java;server/src/main/java/com/cloud/configuration/ConfigurationManagerImpl.java;server/src/main/java/com/cloud/network/NetworkModelImpl.java;server/src/main/java/com/cloud/network/NetworkServiceImpl.java;server/src/main/java/com/cloud/network/as/AutoScaleManagerImpl.java;server/src/main/java/com/cloud/network/firewall/FirewallManagerImpl.java;server/src/main/java/com/cloud/network/guru/NetworkExtensionGuestNetworkGuru.java;server/src/main/java/com/cloud/network/lb/LoadBalancingRulesManagerImpl.java;server/src/main/java/com/cloud/network/vpc/NetworkACLManagerImpl.java;server/src/main/java/com/cloud/network/vpc/VpcManagerImpl.java;server/src/main/resources/META-INF/cloudstack/server-network/spring-server-network-context.xml;server/src/test/java/com/cloud/network/MockNetworkModelImpl.java;server/src/test/java/com/cloud/network/NetworkModelImplTest.java;server/src/test/java/com/cloud/network/as/AutoScaleManagerImplTest.java;server/src/test/java/com/cloud/network/element/ConfigDriveNetworkElementTest.java;server/src/test/java/com/cloud/network/firewall/FirewallManagerImplTest.java;server/src/test/java/com/cloud/network/guru/NetworkExtensionGuestNetworkGuruTest.java;server/src/test/java/com/cloud/network/vpc/NetworkACLManagerTest.java;server/src/test/java/com/cloud/network/vpc/VpcManagerImplTest.java;server/src/test/java/com/cloud/vpc/MockNetworkManagerImpl.java;server/src/test/java/com/cloud/vpc/MockNetworkModelImpl.java;server/src/test/java/com/cloud/vpc/dao/MockVpcOfferingServiceMapDaoImpl.java;test/integration/smoke/test_network_extension_namespace.py;tools/marvin/setup.py;ui/public/locales/en.json;ui/src/config/section/extension.js;ui/src/config/section/infra/phynetworks.js;ui/src/config/section/network.js;ui/src/views/extension/AddCustomAction.vue;ui/src/views/extension/CreateExtension.vue;ui/src/views/extension/ExtensionResourcesTab.vue;ui/src/views/extension/JsonViewer.vue;ui/src/views/extension/RegisterExtension.vue;ui/src/views/extension/RunCustomAction.vue;ui/src/views/extension/UpdateRegisteredExtension.vue;ui/src/views/image/RegisterOrUploadTemplate.vue;ui/src/views/infra/ClusterAdd.vue;ui/src/views/infra/network/ServiceProvidersTab.vue;ui/src/views/infra/network/providers/ProviderListView.vue;ui/src/views/network/VpcTab.vue;ui/src/views/offering/AddNetworkOffering.vue;ui/src/views/offering/AddVpcOffering.vue	engine/schema/src/main/resources/META-INF/db/schema-42210to42300.sql	api/src/main/java/com/cloud/event/EventTypes.java;api/src/main/java/com/cloud/network/Network.java;api/src/main/java/com/cloud/network/NetworkModel.java;api/src/main/java/com/cloud/network/Networks.java;api/src/main/java/com/cloud/network/element/DnsServiceProvider.java;api/src/main/java/com/cloud/network/element/NetworkElement.java;api/src/main/java/com/cloud/vm/NicProfile.java;api/src/main/java/org/apache/cloudstack/extension/CustomActionResultResponse.java;api/src/main/java/org/apache/cloudstack/extension/Extension.java;api/src/main/java/org/apache/cloudstack/extension/ExtensionCustomAction.java;api/src/main/java/org/apache/cloudstack/extension/ExtensionHelper.java;api/src/main/java/org/apache/cloudstack/extension/ExtensionResourceMap.java;api/src/main/java/org/apache/cloudstack/extension/NetworkCustomActionProvider.java;api/src/test/java/com/cloud/network/NetworkTest.java;api/src/test/java/org/apache/cloudstack/extension/CustomActionResultResponseTest.java;api/src/test/java/org/apache/cloudstack/extension/ExtensionCustomActionTest.java	ui/public/locales/en.json;ui/src/config/section/extension.js;ui/src/config/section/infra/phynetworks.js;ui/src/config/section/network.js;ui/src/views/extension/AddCustomAction.vue;ui/src/views/extension/CreateExtension.vue;ui/src/views/extension/ExtensionResourcesTab.vue;ui/src/views/extension/JsonViewer.vue;ui/src/views/extension/RegisterExtension.vue;ui/src/views/extension/RunCustomAction.vue;ui/src/views/extension/UpdateRegisteredExtension.vue;ui/src/views/image/RegisterOrUploadTemplate.vue;ui/src/views/infra/ClusterAdd.vue;ui/src/views/infra/network/ServiceProvidersTab.vue;ui/src/views/infra/network/providers/ProviderListView.vue;ui/src/views/network/VpcTab.vue;ui/src/views/offering/AddNetworkOffering.vue;ui/src/views/offering/AddVpcOffering.vue	4c1524a67a3fde16e3d7e281dc53962de217dbdb	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/8996286a95ce9dc8c9648f8f07909b9d289d0e50	신규 설치 및 동일 버전 Europa DB 재실행 게이트 필요.
168	c46fb707576fa4db11323579999b42cad6431ca7	8996286a95ce9dc8c9648f8f07909b9d289d0e50	2026-07-10T11:24:27+02:00	2026-07-10T11:24:27+02:00	commit	vxlan: Update documentation inside modifyvxlan-evpn.sh (#13584)	S6	#997		scripts/vm/network/vnet/modifyvxlan-evpn.sh				93e4a2ceb7ee38a4b308b9cf4ed72af3334843c7	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/c46fb707576fa4db11323579999b42cad6431ca7	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
169	4816e059383db0b056dd016c50e7edd47dbb1c88	c46fb707576fa4db11323579999b42cad6431ca7	2026-07-10T11:40:20+02:00	2026-07-10T11:40:20+02:00	commit	KVM: add configurable MAC/IP script hook for static ARP/NDP and routes (#13495)	S6	#997		agent/src/main/java/com/cloud/agent/properties/AgentProperties.java;plugins/hypervisors/kvm/src/main/java/com/cloud/hypervisor/kvm/resource/BridgeVifDriver.java;scripts/vm/network/vnet/modifymacip.sh;scripts/vm/network/vnet/modifyvxlan-evpn.sh				88273c4cdceff967c7cec389d09bfdd6e4bfec99	FAIL					Source Review Required	Pending			S1 static evidence only; runtime tests not run	014895d8f3dc2f062f379b51ee62d36a0adae88a	https://github.com/apache/cloudstack/commit/4816e059383db0b056dd016c50e7edd47dbb1c88	기능 소유 이슈에서 patch/API/DB/테스트를 읽고 최종 판정.
